Username,Isi komentar,Jumlah like komentar,Waktu komentar
@obecelo,Kalo kasus ini di up nanti pemerintah an si gemoy tercoreng dong bro .. gimana si ente..ga mungkin lah si om ded mau ngangkat.,0,1 bulan yang lalu
@ZORN-hm,"Terlalu jauh apa² nyalahin pemerintah, secara ga lngsung ya emng salah tpi klo soal anak kecil yg jadi korban ya yg salh orng² dewasa disekitarnya. Ini anak kecil lho bisa mikir bundir krna ekonomi tpi orng dewasa saling nyalahin itu kyk gmna yaa. Skalian aja nyalahin tuhan krna buat takdirnya si anak gitu. I mean trlalu anh aja saling nyalahin bro.",0,1 bulan yang lalu
@elvirahermawati8123,"Udh di cek sekolah dmn? Gratis ga? Setau aku SD negri gratis Adapula dana BOS, udh dicek dapet ga ortunya Jangan salahkan pemerintah mulu dong, sebagai orgtua gmn klu ga siap membiayai anak ngapain punya anak banyak Adatuh KB gratis pula Dikit dikit pemerintah",0,1 bulan yang lalu
@JoeKoiOfficial,Demi apapun gua kira hoax bg,0,1 bulan yang lalu
@rahmaimfree3638,"Ngapain ngasih panggung org bodoh🫩 itu kn korban SDM rendah.udh tau miskin mlh beranak trus, akhirnya mkn korban jg kn. Org2 bodoh Kya gni GK perlu di undang. Cukup undang org pintar yg bisa bikin org bodoh bisa agak lebih pintar & GK ngelakuin kejahatan Kya gtu lg",0,1 bulan yang lalu
@MayorHyobu211,"Mau diapain, diangkat? Terus buat apa, orangnya dah meninggal, kemana orang tuanya",0,1 bulan yang lalu
@rizaltriono3875,uppp,0,1 bulan yang lalu
@ihsantaufiq9134,Up,0,1 bulan yang lalu
@ardianaputri221,Jangan apa2 ke pemerintah lah.. coba kita juga berusaha sadar diri. Sekira nya ekonomi blm cukup coba untuk menghidari menikah dan banyak anak. Jangan selalu bersembuyi di kata² banyak anak banyak rejeki. Anak ada rejeki nya masing².. kl kita gk berusaha buat anak rejeki dtng dr mna. Kl mau susah jangan bawa anak kasian.,0,1 bulan yang lalu
@dsy3165,Nice om ded,0,1 bulan yang lalu
@Alvin-nc9pv,Lah ngapain di up,0,1 bulan yang lalu
@anomkalisno4126,"Ortu yg bertanggung jawab,cuma bisa bikin anak doang didik gak bisa...🎉🎉🎉",0,1 bulan yang lalu
@FrestyaPutri,"Pemerintah lg,udh dpt PIP anak itu,tany mamaknu kmn duitny",0,1 bulan yang lalu
@lesmanaabdulgafur,Up,0,1 bulan yang lalu
@sinsyin_ghani4713,Up,0,1 bulan yang lalu
@sinsyin_ghani4713,Up,0,1 bulan yang lalu
@sinsyin_ghani4713,Up,0,1 bulan yang lalu
@sinsyin_ghani4713,Up,0,1 bulan yang lalu
@ethessembrani7146,Maukah bang,0,1 bulan yang lalu
@Kucing22-m4x,"Masa mau nyerang junjungannya, 😂😂",0,1 bulan yang lalu
@wandautamah9075,meninggalnya kenapa? maling terus di hakimi masa? atau pas mau beli nih ke toko tiba tiba meninggal infonya aneh nih bingung😅,0,1 bulan yang lalu
@okidiantoro7374,Bantu up kak😢,0,1 bulan yang lalu
@kimieantoriabdilah6705,up up up,0,1 bulan yang lalu
@MuhammadArosSastrairawan,Ini jauh lebih penting untuk di bahas,0,1 bulan yang lalu
@AndikCahyo-r2x9f,Dedy itu buzer pemerintah,0,1 bulan yang lalu
@ncftod016,"Gak akan dibahas, sumatera aja kaga",0,1 bulan yang lalu
@ABDULGAFUR-v9l,"Gak  Bakalan Terketuk  , RT , RW , Bupati , Lurah Camat , Sampai Gubernur  aja   Belum maksimaL Untuk Pendidikan di wilayahnya",0,1 bulan yang lalu
@TheOutcall,Up,0,1 bulan yang lalu
@Indonesia-Update,"Bukan menyalahkan siapapun, skrg anggaran banyak terpangkas gegara MBG. memangnya MBG membuat kenyang dan memperbaiki Gizi ???? Nasi sedikit, lauk tempe sepotong, semangka sepotong, sayur g ada rasanya. Bahkan gegara MBG, dana pendidikan jadi SELISIH JAUH dibandingkan Pendidikan. Silahkan menilai sendiri MBG vs PENDIDIKAN",0,1 bulan yang lalu
@karin-k5y,Udah udah ini influencer yang pro pemerintah bukan pro rakyat,0,1 bulan yang lalu
@GanjarSetyoGumelar,mbg 15 ribu per hari. kalo buat beli peralatan sekolah udah dapet gak sih ?,0,1 bulan yang lalu
@MessiDona-h8q,"Bng ini mh udah tanggung jawab ortu , pemerintah mana tau dia lagi butuh apa d kira punya mata batin tau segalanya",0,1 bulan yang lalu
@lutfianadewi4300,"Inget diriku sendiri waktu sd 😭, buku tulis hanya satu dan ku campur aja semua mapel, 😢gak berani mintak ortu krna ekomoni sangat sulit saat itu, tolong di up kasus anak NTT yg bundir agar gak ada lgi kasus serupa, 😢",0,1 bulan yang lalu
@RayiRahman,Akal akalan media,0,1 bulan yang lalu
@detiparlina3382,"Harusnya siswa2 dipelosok yg dapat MBG, hrsnya pemerintah bisa mensortir sekolah mana yg dapat dan yg tdk, sekolah anakku bisa dibilang org2 mampu, malah dapat MBG, bukannya gk bersyukur, cuma ironis aja, dikala ada sekolah yg dr kalangan krg mampu tapi gk dapet jatah MBG",0,1 bulan yang lalu
@MeisMe-e2q,"bunbunnya ganjal, gk mungkin karna buku dan pena. lah dia nulis surat pake kertas dan pena.",0,1 bulan yang lalu
@Putin6969,"Nunggu persetujuan istana dulu ya kak, di acc apa gk wkwk karena isu itu bad news utk citra pemerintah WAHAHAHAAHAH",0,1 bulan yang lalu
@BadanIntelijenBkpDunia,Mari kita donasi untuk palestina,0,1 bulan yang lalu
@AlimIkhwanudin-l5s,adegan bunuh diri jangan terlalu di up karena collateral damagenya besar. bisa memicu orang lain melakukan hal yg sama sudah ada study & jurnalnya.,0,1 bulan yang lalu
@ekadamayan9790,"Dari komentar2 bnyak yg g pnya empati, bnyak jg yg g paham konteksnya. Selamat datang di era kegelapan, dmn empati mahal harganya",0,1 bulan yang lalu
@wawanbro2642,"Itu salah orang tuanya blok, presiddn kasi program buat anak sekolah aja banyak permasalahkin apalagi mau sediakan keperluan sekolah",0,1 bulan yang lalu
@eriksudiyono9974,Up om Harus nya om dedi malu Kaya bergelimpangan harta tetapi luput memantau manusia kecil mati kelaparan.  Suatu saat akan ditanya pertanggung jawaban,0,1 bulan yang lalu
@RoniEkanda,Dedi adalah orang pemerintah gak bakal di up 😂,0,1 bulan yang lalu
@dindanovianti8596,"Kek mana pemerintah yang bertanggung jawab sih, itu kan ortu nya yang harus dipertanyakan",0,1 bulan yang lalu
@MutiaZobo,Up,0,1 bulan yang lalu
@Bkz26,up,0,1 bulan yang lalu
@achmadchamidwijaya513,Up ❤,0,1 bulan yang lalu
@ThariqTaricelTuerto,Setuju,0,1 bulan yang lalu
@SingaDrana,MBG wajib dipertahankan karena ini mayoritas adalah bisnis pejabat / keluarga yang sudah mengeluarkan modal besar (membuat dapur MBG) dengan balik modal sekitar 2 tahun.  MBG tetap diperlukan namun kebijakan lainnya juga dibereskan.,0,1 bulan yang lalu
@IndahRahayu-g5n,Orang sdh jadi iblis semua gara² ekonomi. Komen saya utk video om ded. Kelompok penganut satanik mereka tu. Org sakit. Saya nggak habis pikir kenapa Donald Trump jadi presiden.,0,1 bulan yang lalu (diedit)
@bzbzbz737,"awokoko ,lu minta ngadu ama orang yang di sekitar rezim juga ya . haha rezim anj juga yabakal mau bro masyarakat tau kegagalan rezimnya .. jujur gua dari 2019 dukung prabowo jadi presiden , tapi setelah berjalan 2 tahun pemerintahan prabowo ini gw berpikir kayanya 2 periode jokowi yang lalu tidak terlalu buruk .",0,1 bulan yang lalu
@komalasari6743,"Ya itulah, kejahatan saat kamu miskin tapi maksa punya anak",0,1 bulan yang lalu
@maskentirkicau,Semua Orang Tua Tidak Ingin Melihat Anak nya sengsara.. Apa lagi melihat anak nya Bundir...,0,1 bulan yang lalu
@bbb017-53,​ @maskentirkicau lah pengen lah kalau ga pengen ngapain punya anak dalam keadaan miskin makanya anaknya sengsara berarti dia memang pengen anaknya sengsara kalau ga pengen pasti pilih ga punya anak,0,1 bulan yang lalu
@zakiya.amiliyah,Om ded ayo bikin anti vaksin,0,1 bulan yang lalu
@fadilasyahrini6186,"kenapa harus jauh2 nyalain pemerintah, harusnya itu tamparan buat kita atau org tua nya kalau mau punya anak harus siap  mulai dari  finansial, mental dan fisik",0,1 bulan yang lalu
@bbb017-53,​ @fadilasyahrini6186 nah ini baru pemikiran cewek yang benar gw tadi di serang gara gara bilang itu salah orang tuanya karena ga mampu membiayai padahal itu kewajiban sebagai orang tua kalau hal wajib aja ga mampu dia kasih apalagi buat beli mainannya berarti kan secara finansial dia ga mampu buat punya anak tapi dia maksa punya anak,0,1 bulan yang lalu
@candranaalfauzi1817,Susah pa pemerintahan hatinya sudah terkutuk jadi susah diketuk harus di ciduk,0,1 bulan yang lalu
@ekafthrmzj,"Ini lebih better sih, daripada bahas itu,.",0,1 bulan yang lalu
@aisyahlu013,"Nggk prnh dpt bantuan krna KTP nya beda sma tmpt tinggal skrng, pdhl udh 11 taun jdi nggk prnh pindah kependudukan dan hrusny dri pihak sekolah juga ada dpt bantuan untuk siswa kurang mampu yaitu PIP.",0,1 bulan yang lalu (diedit)
@itjeh4770,"Tunggu antrian bang, belom release hehe",0,1 bulan yang lalu
@yogijuliyanto,"tanggung jawab ortu, tapi mending MBG hentikan saja",0,1 bulan yang lalu
@Satriodesign,dananya udah bjuat MBG,0,1 bulan yang lalu
@rifkipratama1215,Up,0,1 bulan yang lalu
@dhingdhong61,"udah dana PIP , pertanyaanya kenapa dia ga dapat bang , itu kayaknya perlu diselidiki :face-blue-smiling:",0,1 bulan yang lalu
@georgejohnson1190,"​ @dhingdhong61 lah justru ituu, makanya selidiki atuh, lu juga jangan pukul rata nyalahin org yg udah terlanjur jatuh, kalau lu ga bisa bantu jangan hujat, minimal empati lu cukup diam, dan fokus kasih hal yg bikin ia semangat, pakelah kata-kata yg bijak dan sopan, gua setuju point lo, tapi penyampaiannya lebih diperhalus, dan jangan  menggebu-gebu",0,1 bulan yang lalu
@dankus174,"bro pemerintah gak pernah mau peduli sama hal ini,,, ini Indonesia bro,,,",0,1 bulan yang lalu
@MinoHartono-y9s,Kenapa hanya pemerintah yg salah. Padahal di sisi lain ortu nya juga salah. Mau punya anak tapi tak bisa memenuhi kebutuhan anak.,0,1 bulan yang lalu
@adiapril1505,"Sekolahnya juga di cek,bisa juga karena bullying",0,1 bulan yang lalu
@ahmadahsanul6517,UPPP,0,1 bulan yang lalu
@codezero9711,SETUJUU,0,1 bulan yang lalu
@IrmaEripani,Up,0,1 bulan yang lalu
@Andriyellow,"Om dedy temannya pak prabowo susah angkat berita seperti itu, lihat aja keracunan mbg gak pernah dibahas",0,1 bulan yang lalu
@hondac90z,"Tanpa mengurangi empati untuk kasus tsb, tapi menurut ku terlalu banyak kejanggalan deh, dan udah terlalu banyak framming, semacam ""to good to be true"", 1. belum ada penjelasan detail dan latar belakangnya entah anak itu sendiri, org tuanya, warga sekitarnya, 2. Alasan minta buku dan pena, 3. meninggalkan wasiat di secarik kertas dan tulisannya rapi dan di sertai gambar ""dramatis dan emotional"" dan masih banyak lagi menurutku kejanggalannya. Tanpa bermaksud apa-apa, cuma bentuk critical thingking aja sih. Semoga almarhum khusnul khotimah. Aamiin.",0,1 bulan yang lalu
@mangaji959,BRENGSEK TUH PEJABAT NYA,0,1 bulan yang lalu
@amelyamakeup2413,kok bisa ya anak segini kepikiran bundir,0,1 bulan yang lalu
@who09-0,"bahaya buat anak tersebut karena setelah naik ada 2 kubu yang satu membela yang satu membully, makanya kasus anak anak banyak yang tidak di angkat karena masalah keamanan dan kesehatan anak tersebut",0,1 bulan yang lalu
@InIfinix-j3v,Lu mau di ciduk. Dia kan pro MBG.  ga ada yg boleh ngalangin mBG kecuali kiamat🤣,0,1 bulan yang lalu
@KenziArka-z5r,"Itu bukan hanya soal pena dan buku sih, tapi juga soal mental si anak itu sendiri bisa-bisa nya mengakhiri hidup gara2 hal sepele",0,1 bulan yang lalu
@JiminPark-o1k,Up,0,1 bulan yang lalu
@sintiachanel2964,"Kegagalan pemerintah, Kegagalan MBG,keegoisan presiden,lagi lagi kita rakyat cma dibohongi sama pemerintah",0,1 bulan yang lalu
@ayambebekmarafie,lebih ngeri ini sebenarnya ... dimana anggaran 1 T buat makan tidak bisa membantu kebuthan sekolah,0,1 bulan yang lalu
@antomay781,"Percuma bang , kenapa gak elu aja 🗿",0,1 bulan yang lalu
@HermanSutikna-i1k,Harus di Up ini bang sama om ded,0,1 bulan yang lalu (diedit)
@pajenkerz,"update terakhir udh di bahas, prabowo sendiri yg ngomong, tragedi di NTT tidak boleh terulang, semoga kita semua baik tetangga pun, aware sama keadaan sekitar",0,1 bulan yang lalu
@HermanSutikna-i1k,​ @pajenkerz maksud saya gunanya mbg buat apa? Apa anak tersebut ga dapet mbg? Karena dia kelaparan,0,1 bulan yang lalu
@yuniartiati585,Fokus mbg . ternyata ada yg terkewat,0,1 bulan yang lalu
@ML-UNIVERSE27,"​ @yuniartiati585 bro ayolah coba kita pahami Masalah dengan komplek jgn blamming langsung kek gini, gw tau lu g setuju program mbg walaupun gw juga g setuju bgt, tapi ayok kita cerna masalah kek gini tuh pelan2 apa g ada RT/RW, desa, kecamatan, dinsos. Ini tugas mereka yang di daerah2, inget juga ini juga berlaku buat kita, jadiin pelajaran kita harus peduli sesama bro, kuatin SDM kita, satukan suara bungkam pemimpin yang buta akan uang",0,1 bulan yang lalu
@DanzelVikernes,Aku bacanya pemerintah terkutuk,0,1 bulan yang lalu
@karepmoe,"Itu RT,RW,Desa,Camat,Bupati kerja ngpain aja,jgn apa-apa pusat.",0,1 bulan yang lalu
@Ardisty85,Up,0,1 bulan yang lalu
@h2atexliife305,Setuju UP,0,1 bulan yang lalu
@jesse1963,"Ada yg salah sama pola pikir anaknya jg sih, kok bisa mikir bundir😢",0,1 bulan yang lalu
@dodyobelix8893,kata pria sawit rakyat Indonesia rakyat yg paling bahagia di dunia tuh,0,1 bulan yang lalu
@novitaindry7704,Dana MbG dialihkan untuk kesejahteraan rakyat ajaaa,0,1 bulan yang lalu
@aviwidiastuti4412,saya ingin membalas komentar anda...tapi bila dengan kejujuran...maka sulit menjelaskan.  karna youtube nya Om Dedi sudah sangat besar...sulit menjelaskan bahwa yang anda harapkan akan sulitjika diharapkan....kecuali demi jabatan dan didepan kamera,0,1 bulan yang lalu
@ricoofficialchannel2296,Uppp tolong uppp,0,1 bulan yang lalu
@nirmalashapira,Apakah MBG ga nyampe Sana? NTT,0,1 bulan yang lalu
@nirmalashapira,"Seingatku itu Propinsi nya berbeda dengan propinsi lain yang kaya kaya daerah nya. Makanya sebelum otonomi daerah uangnya diratakan , propinsi yang kaya kaya ga mau.",0,1 bulan yang lalu
@AndriAjin,"Biarin aja , gak dananya , uangnya buat nyumbang ke tim perdamaian.",0,1 bulan yang lalu
@herymks,Sebenarnya kasus di NTT itu bukan karna bolpoin karna semuanya itu ada....adik yg meninggal itu karna lebih dari kasus penelantaran atau tidak dapat kasih sayang orang tua....tinggal sama nenek .....,0,1 bulan yang lalu
@MUHAMMADIVAN-p3o,Tolong up om,0,1 bulan yang lalu
@dertydesa,BUZZER AMA TERMUL JOKOWI BANYAK BERASAL DARI NTT DAN MEREKA MENGGAMBARKAN SEOLAH OLAH NTT TELAH SEJAHTERA DI BANGUN JOKOWI...TERNYATA PALSU SEPALSU IJAZAH PALSU,0,1 bulan yang lalu
@dianiwidiastuti7630,Btw dia dpt bantuan tp d korup sama pihak sekolah... 😢,0,1 bulan yang lalu
@andhikaadhiraja869,"Dari dulu sudah banyak cuma ini anak kecil yg jadi pelaku, dulu ortu bunuh anak kemudian bunuh diri krn ekonomi coba saja cari di google, ekonomi indo emang gak jelas timpang antara kaya dan miskin, tiba2 ada crazy rich entah ini money laundry atu bukan dsb",0,1 bulan yang lalu
@AhmadfaisalFaisal-si8ur,😂prabowo aja undang,0,1 bulan yang lalu
@Haqibovis,Ngapain,0,1 bulan yang lalu
@arak8437,Mending NTT lepas dari Indonesia agar lebih merdeka seperti Timor Leste,0,1 bulan yang lalu
@Mimia1977,"Itu yg kebangeten ortu,,,buku 150 ribu dan alat sekolah komplit oaling murah ada 30 ribu komplit ,,ortu yg gk niat biayainanak sekolah",0,1 bulan yang lalu
@ikhwanfajri9601,Up,0,1 bulan yang lalu
@DesiTea-b4e,"Ga bakalan,dia kan antek2 Prabowo",0,1 bulan yang lalu
@ZonaCell-o1k,"Itu mah kebodohan org tuanya,,, kasian anaknya menderita batin, mental...",0,1 bulan yang lalu
@arifin2352,laporin Ke P Prabowo,0,1 bulan yang lalu
@ragaelbekti,"Pemerintahan kita emng bnyak kurangnya,TPI bukan berarti apa2 pemerintah juga kali bos...😂😂 Disitu kn ada tetangga,saudara,RT RW lurah dsb",0,1 bulan yang lalu
@AdinDony,"Up, Om Ded undang orang tuanya almarhum..",0,1 bulan yang lalu
@Acongnurkholiq,Harusnya datangin dulu ke NTT dan kalosudah ada bukti langsung up berita internet ada yg di ada ada padahal tidak ada mending datangin aja.,0,1 bulan yang lalu
@Channelupdate297,"Lebay lu, itu namanya takdir",0,1 bulan yang lalu
@KliperBaik,"resikonya banyak anak kecil yg liat dan ""takutnya"" bikin ditiru anak' karna menganggap kesulitan sedikit solusinya harus bundir, kita ga tau pikiran anak kecil ""labil"", contohnya kita sendiri mungkin dulu sebagian pernah dididik secara ""keras"" pasti pernah lah ya berfikiran buat kabur dri rumah atau apa, jdi mnurutku ga perlu sampai bersliweran di media, cukup kesadaran sekitar aja, lgipula masalah tersebut bisa di atasi dari daerah sekitar dlu",0,1 bulan yang lalu
@sobattabar6018,pemerintah fokus MBG,0,1 bulan yang lalu
@AbinyaAzza,Up,0,1 bulan yang lalu
@mindshooptv3690,"😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢 Perlu diselidiki kenap bisa melakukan seperti itu, apa ada bullying, atau apa. Sampai melakukan diluar nalar anak seumur demikian",0,1 bulan yang lalu
@KitsuneDeri,"Lebih baik terus mengirim bantuan ke palestina, gak ush pikir warga negara sendiri:face-blue-smiling:",0,1 bulan yang lalu
@dwiduwok1496,"Knpa bukan anda saja yg bantu,kok nyuruh dedi kobuser...trs tetangga2mu yakin udh gk ada yg btuh bntuan ?..kok ribut wrga didaerah lain",0,1 bulan yang lalu
@takemysoul418,up up,0,1 bulan yang lalu
@endikagerbank1963,Up,0,1 bulan yang lalu
@shawqichannel-w1q,"Kalau masalah ini masih jadi prioritas presiden, buat apa ada gubernur, bupati, camat ,lurah ,RT/RW . Terus bagaimana dengan kultur kehidupan bertetangga, apakah memang sudah tidak seindah dulu.",0,1 bulan yang lalu
@glorianuna576,Up,0,1 bulan yang lalu
@muhamadanjana8691,Nangis bngt denger nya😭😭😭,0,1 bulan yang lalu
@sunangiri8097,Up,0,1 bulan yang lalu
@aiyaayu,"Emang kelalaian ortu nya aja, anak utu kan penerima pip, tuh uang seharusnya cukup buat keperluan sekolah. masalahnya tuh uang pio dikemanain sama ortunya?",0,1 bulan yang lalu
@HamizamAxl,Iya om ded up,0,1 bulan yang lalu
@ISR6721,Jujur nanya Nolong nya gimana.?? Kudu di Edo Tensei dulu apa gimana.?,0,1 bulan yang lalu
@hersalhersal8779,Pasti di up,0,1 bulan yang lalu
@anakkampang-iu6mk,Sekarang yang penting MBG,0,1 bulan yang lalu
@besoksenin7192,"Tidak mungkin di up disini, krn secara tidak langsung menyerang pemerintahan, NB om ded ada didalam pemerintahan skrg.",0,1 bulan yang lalu
@Damasyudha99Ardiansyah,Peran pemerintah di daerah timur.kosong...,0,1 bulan yang lalu
@lilisirmawati3574,Agree,0,1 bulan yang lalu
@onceuponatimechannel399,"Kamu tau nggak orangtua dari anak itu punya 6 anak dalam kondisi miskin? Pemerintah sudah sosialisasikan progran KB, perkaranya bukan sesepele buku dan pena, kalau miskin jangan punya anak banyak.",0,1 bulan yang lalu
@kangfajar62,Lainya biar stop mbg,0,1 bulan yang lalu
@arryandika1523,Terlalu di plintir . Dia meninggal bukan karna ingin beli pena 🥱,0,1 bulan yang lalu
@dapuracil602,Dulu di tempat q banyak yg susah... Mak bapak q susah... Mertua q susah.... Tp gak sampe bundir deh,0,1 bulan yang lalu
@NurulApriani-d9r,"wowo ,kebanyakan goyang....mkanya dia nyumbang ke tramp...",0,1 bulan yang lalu
@KopoPS-k1o,Up....!!! Harus di up kasus itu memang,0,1 bulan yang lalu
@fikri....7155,"Lebih hina tetangga nya gak sih, masa iya cuma 10k gak ada yg bisa bantu,miris bngat tu tetangga2 nya itu.",0,1 bulan yang lalu
@ezzkt4271,Sebelumnya saya ingin mengatakan ikut bela sungkawa atas korban dan Pemerintahan ina tidak punya hati,0,1 bulan yang lalu
