User,Teks,Waktu,Sumber,Tahap1_CaseFolding,Tahap2_Filtered,Tahap3_FinalBersih
@diaschannel5688,"Sebenarnya, untuk daerah, paling penting pemerintah daerah yang dipilih. karena mereka paling dekat dengan rakyat. kalau pemerintah daerah ga peduli tapi lapornya ke atas baik2 saja ? 🗿🗿 maka dari itu sangat penting memilih pemimpin daerah",1 bulan yang lalu,YouTube (Epstein Part 1),"sebenarnya, untuk daerah, paling penting pemerintah daerah yang dipilih. karena mereka paling dekat dengan rakyat. kalau pemerintah daerah ga peduli tapi lapornya ke atas baik2 saja ? 🗿🗿 maka dari itu sangat penting memilih pemimpin daerah",sebenarnya untuk daerah paling penting pemerintah daerah yang dipilih karena mereka paling dekat dengan rakyat kalau pemerintah daerah ga peduli tapi lapornya ke atas baik saja maka dari itu sangat penting memilih pemimpin daerah,sebenarnya daerah paling penting pemerintah daerah dipilih paling dekat rakyat pemerintah daerah peduli lapornya atas baik maka penting memilih pemimpin daerah
@ekotutik3997,"mana berani om dedi.dekat dng penguasa😂😂,,coba bikin konten bagusnya MBG,baru cepet2 nyari ide",1 bulan yang lalu,YouTube (Epstein Part 1),"mana berani om dedi.dekat dng penguasa😂😂,,coba bikin konten bagusnya mbg,baru cepet2 nyari ide",mana berani om dedi dekat dng penguasa coba bikin konten bagusnya mbg baru cepet nyari ide,mana berani dedi dekat dng penguasa coba bikin konten bagusnya mbg baru cepet nyari ide
@queencancerstories7094,"Sbenernya kasihaaan sii, kok bisaa anak 10th mikir sejauh itu, tp kita juga gak bisa nyalahin orang2 lain..  Harussnyaa yg wajib TANGGUNG JAWAB orang tuanyaaa..  Apalagy itu sampek punya anak 5 🥺",1 bulan yang lalu,YouTube (Epstein Part 1),"sbenernya kasihaaan sii, kok bisaa anak 10th mikir sejauh itu, tp kita juga gak bisa nyalahin orang2 lain..  harussnyaa yg wajib tanggung jawab orang tuanyaaa..  apalagy itu sampek punya anak 5 🥺",sbenernya kasihaaan sii kok bisaa anak th mikir sejauh itu tp kita juga gak bisa nyalahin orang lain harussnyaa yg wajib tanggung jawab orang tuanyaaa apalagy itu sampek punya anak,sbenernya kasihaaan sii bisaa anak mikir sejauh nyalahin orang lain harussnyaa wajib tanggung jawab orang tuanyaaa apalagy sampek punya anak
@BngWann,Udh slesai,1 bulan yang lalu,YouTube (Epstein Part 1),udh slesai,udh slesai,udh slesai
@arjunalubis805,Emang berani ??? Hahaha .,1 bulan yang lalu,YouTube (Epstein Part 1),emang berani ??? hahaha .,emang berani hahaha,emang berani hahaha
@pejuangsenyum92,"Lebih tepatnya yang mengetahui ya pemerintah setempat tempat tinggal si anak itu bang , bukan pemerintah pusat , pemerintah pusat hanya tinggal ambil tindakan kepada pemerintah setempat , kenapa hal memalukan ini bisa terjadi di daerah mereka memerintah , sampai setragis itu cuma gara gara hal sepele , usul untuk menteri pendidikan dan presiden , usul saya jangan lah segala program MBG yang dilaksanakan ke setiap sekolah sekolah , permintaan rakyat cuma 1 pak , gratiskan 100% anak anak di indonesia ini untuk bersekolah , gratiskan seperti (SPP DAN LAIN NYA SEPERTI BUKU BUKU MATA PELAJARAN ,  PERLENGKAPAN SEKOLAH GRATIS YANG DITANGGUNG 100% OLEH PIHAK SEKOLAH , udah pak rakyat ngga muluk muluk , ngga usah lah segala ada program MBG toh sampai kecolongan juga ada kasus anak SD sampai ada niat bunuh diri karena tidak mampu membeli perlengkapan untuk bersekolah😢",3 minggu yang lalu,YouTube (Epstein Part 1),"lebih tepatnya yang mengetahui ya pemerintah setempat tempat tinggal si anak itu bang , bukan pemerintah pusat , pemerintah pusat hanya tinggal ambil tindakan kepada pemerintah setempat , kenapa hal memalukan ini bisa terjadi di daerah mereka memerintah , sampai setragis itu cuma gara gara hal sepele , usul untuk menteri pendidikan dan presiden , usul saya jangan lah segala program mbg yang dilaksanakan ke setiap sekolah sekolah , permintaan rakyat cuma 1 pak , gratiskan 100% anak anak di indonesia ini untuk bersekolah , gratiskan seperti (spp dan lain nya seperti buku buku mata pelajaran ,  perlengkapan sekolah gratis yang ditanggung 100% oleh pihak sekolah , udah pak rakyat ngga muluk muluk , ngga usah lah segala ada program mbg toh sampai kecolongan juga ada kasus anak sd sampai ada niat bunuh diri karena tidak mampu membeli perlengkapan untuk bersekolah😢",lebih tepatnya yang mengetahui ya pemerintah setempat tempat tinggal si anak itu bang bukan pemerintah pusat pemerintah pusat hanya tinggal ambil tindakan kepada pemerintah setempat kenapa hal memalukan ini bisa terjadi di daerah mereka memerintah sampai setragis itu cuma gara gara hal sepele usul untuk menteri pendidikan dan presiden usul saya jangan lah segala program mbg yang dilaksanakan ke setiap sekolah sekolah permintaan rakyat cuma pak gratiskan anak anak di indonesia ini untuk bersekolah gratiskan seperti spp dan lain nya seperti buku buku mata pelajaran perlengkapan sekolah gratis yang ditanggung oleh pihak sekolah udah pak rakyat ngga muluk muluk ngga usah lah segala ada program mbg toh sampai kecolongan juga ada kasus anak sd sampai ada niat bunuh diri karena tidak mampu membeli perlengkapan untuk bersekolah,tepatnya mengetahui pemerintah setempat tempat tinggal anak bang bukan pemerintah pusat pemerintah pusat tinggal ambil tindakan kepada pemerintah setempat kenapa hal memalukan terjadi daerah memerintah setragis cuma gara gara hal sepele usul menteri pendidikan presiden usul lah segala program mbg dilaksanakan setiap sekolah sekolah permintaan rakyat cuma pak gratiskan anak anak indonesia bersekolah gratiskan spp lain buku buku mata pelajaran perlengkapan sekolah gratis ditanggung oleh pihak sekolah pak rakyat ngga muluk muluk ngga usah lah segala program mbg toh kecolongan kasus anak niat bunuh diri mampu membeli perlengkapan bersekolah
@heninurhaenipaser,"Kayaknya kurang menjual, kasus bundir pada anak dengan latar belakang orang tua yang broken home, bukan cuma soal kemiskinannnya yang mencuat, tapi persoalan rumah tangga mereka juga, minimal dibilang kalo dah tau miskin jangan bikin anak banyak2, karena dekat rumah saya ada kasus serupa, orang tuanya cerai anaknya ikut ibu, bapaknya ga peduli ga nafkahin, mamanya marah2 terus, awalnya orang empati sampe nyalahin pemerintah setempat kok bisa ga sepeduli itu, akhirnya setelah tau latar belakangnya  orangtuanya yang jadi bahan pembicaraan, orang sampe bilang mungkin Tuhan kasian sama anak itu, lebih baik begitu daripada hidup seperti itu",3 minggu yang lalu,YouTube (Epstein Part 1),"kayaknya kurang menjual, kasus bundir pada anak dengan latar belakang orang tua yang broken home, bukan cuma soal kemiskinannnya yang mencuat, tapi persoalan rumah tangga mereka juga, minimal dibilang kalo dah tau miskin jangan bikin anak banyak2, karena dekat rumah saya ada kasus serupa, orang tuanya cerai anaknya ikut ibu, bapaknya ga peduli ga nafkahin, mamanya marah2 terus, awalnya orang empati sampe nyalahin pemerintah setempat kok bisa ga sepeduli itu, akhirnya setelah tau latar belakangnya  orangtuanya yang jadi bahan pembicaraan, orang sampe bilang mungkin tuhan kasian sama anak itu, lebih baik begitu daripada hidup seperti itu",kayaknya kurang menjual kasus bundir pada anak dengan latar belakang orang tua yang broken home bukan cuma soal kemiskinannnya yang mencuat tapi persoalan rumah tangga mereka juga minimal dibilang kalo dah tau miskin jangan bikin anak banyak karena dekat rumah saya ada kasus serupa orang tuanya cerai anaknya ikut ibu bapaknya ga peduli ga nafkahin mamanya marah terus awalnya orang empati sampe nyalahin pemerintah setempat kok bisa ga sepeduli itu akhirnya setelah tau latar belakangnya orangtuanya yang jadi bahan pembicaraan orang sampe bilang mungkin tuhan kasian sama anak itu lebih baik begitu daripada hidup seperti itu,kayaknya kurang menjual kasus bundir anak latar belakang orang tua broken home bukan cuma soal kemiskinannnya mencuat persoalan rumah tangga minimal dibilang tau miskin bikin anak dekat rumah kasus serupa orang tuanya cerai anaknya ikut ibu bapaknya peduli nafkahin mamanya marah awalnya orang empati sampe nyalahin pemerintah setempat sepeduli akhirnya setelah tau latar belakangnya orangtuanya bahan pembicaraan orang sampe bilang mungkin tuhan kasian anak baik begitu daripada hidup
@JokoSupriyono-s1r,"Apa sih ,gak jelas lol",3 minggu yang lalu,YouTube (Epstein Part 1),"apa sih ,gak jelas lol",apa sih gak jelas lol,jelas lol
@syamsularifin5616,"Mana brani Dedy angkat peristiwa anak NTT bunuh diri gara gara kagak bisa beli buku sama pena, karena efeknya akan mengguncang   Prabowo...",3 minggu yang lalu,YouTube (Epstein Part 1),"mana brani dedy angkat peristiwa anak ntt bunuh diri gara gara kagak bisa beli buku sama pena, karena efeknya akan mengguncang   prabowo...",mana brani dedy angkat peristiwa anak ntt bunuh diri gara gara kagak bisa beli buku sama pena karena efeknya akan mengguncang prabowo,mana brani dedy angkat peristiwa anak ntt bunuh diri gara gara kagak beli buku pena efeknya mengguncang prabowo
@bismarginanjar7557,Apapun progam pemerintah kalau masih pejabat masih begini tetep aja susah!! Ini bukan masalah progamnya tapi SDM nya Mau MBG mau sekolah gratis kalau dari atas sudah gak bener sampai rakyat juga gak akan jalan,2 minggu yang lalu,YouTube (Epstein Part 1),apapun progam pemerintah kalau masih pejabat masih begini tetep aja susah!! ini bukan masalah progamnya tapi sdm nya mau mbg mau sekolah gratis kalau dari atas sudah gak bener sampai rakyat juga gak akan jalan,apapun progam pemerintah kalau masih pejabat masih begini tetep aja susah ini bukan masalah progamnya tapi sdm nya mau mbg mau sekolah gratis kalau dari atas sudah gak bener sampai rakyat juga gak akan jalan,apapun progam pemerintah masih pejabat masih begini tetep susah bukan masalah progamnya sdm mau mbg mau sekolah gratis atas bener rakyat jalan
@Bhr777-g7l,"Percuma, ga akan dibanggap... Emg mereka mikir kl misal anak sd metong bakal ngaruh ke mereka? Mereka seneng2 aja berkurang tanggungan",2 minggu yang lalu,YouTube (Epstein Part 1),"percuma, ga akan dibanggap... emg mereka mikir kl misal anak sd metong bakal ngaruh ke mereka? mereka seneng2 aja berkurang tanggungan",percuma ga akan dibanggap emg mereka mikir kl misal anak sd metong bakal ngaruh ke mereka mereka seneng aja berkurang tanggungan,percuma dibanggap emg mikir misal anak metong bakal ngaruh seneng berkurang tanggungan
@DedetCarundeng,Up,2 minggu yang lalu,YouTube (Epstein Part 1),up,up,
@tuadijalan,tar pemerintah jelek namanya😅,7 hari yang lalu,YouTube (Epstein Part 1),tar pemerintah jelek namanya😅,tar pemerintah jelek namanya,tar pemerintah jelek namanya
@user-s3q1s,"Percuma aja di up, pemerintah indonesia? Liat aja presiden dan wakilnya, gimana bawah bawahannya lagi 😭.  Kesengsaraan rakyat daeeah terpencil udah dr dl... diem aja tuh pemerintah KITA..",1 bulan yang lalu,YouTube (Epstein Part 1),"percuma aja di up, pemerintah indonesia? liat aja presiden dan wakilnya, gimana bawah bawahannya lagi 😭.  kesengsaraan rakyat daeeah terpencil udah dr dl... diem aja tuh pemerintah kita..",percuma aja di up pemerintah indonesia liat aja presiden dan wakilnya gimana bawah bawahannya lagi kesengsaraan rakyat daeeah terpencil udah dr dl diem aja tuh pemerintah kita,percuma pemerintah indonesia liat presiden wakilnya gimana bawah bawahannya kesengsaraan rakyat daeeah terpencil diem pemerintah
@tahukotak2724,"​​ @user-s3q1s itu gara gara partai lu berkuasa 10 tahun, semua sistem ketatanegaraan hancur ekonomi hancur, kemana aja lu 10 tahun kebelakang zer ?",1 bulan yang lalu (diedit),YouTube (Epstein Part 1),"​​ @user-s3q1s itu gara gara partai lu berkuasa 10 tahun, semua sistem ketatanegaraan hancur ekonomi hancur, kemana aja lu 10 tahun kebelakang zer ?",s q s itu gara gara partai lu berkuasa tahun semua sistem ketatanegaraan hancur ekonomi hancur kemana aja lu tahun kebelakang zer,gara gara partai berkuasa tahun semua sistem ketatanegaraan hancur ekonomi hancur kemana tahun kebelakang zer
@rohaimanchihasin5549,​ @user-s3q1s lah😂 kok kesono Om...,1 bulan yang lalu,YouTube (Epstein Part 1),​ @user-s3q1s lah😂 kok kesono om...,s q s lah kok kesono om,lah kesono
@duniakita1218,​ @user-s3q1s nah simple kan langsung salahkan president nya. Wkwkkw. Padahal ada rt-rw-desa-lurah-kecamatan.. itu semua kmna.  . Ga usah itu dulu .. tetangga kmna...,1 bulan yang lalu,YouTube (Epstein Part 1),​ @user-s3q1s nah simple kan langsung salahkan president nya. wkwkkw. padahal ada rt-rw-desa-lurah-kecamatan.. itu semua kmna.  . ga usah itu dulu .. tetangga kmna...,s q s nah simple kan langsung salahkan president nya wkwkkw padahal ada rt rw desa lurah kecamatan itu semua kmna ga usah itu dulu tetangga kmna,nah simple langsung salahkan president wkwkkw padahal desa lurah kecamatan semua kmna usah dulu tetangga kmna
@bozzdicky,hapus mbg dialihkan untuk pendidikan gratis,1 bulan yang lalu,YouTube (Epstein Part 1),hapus mbg dialihkan untuk pendidikan gratis,hapus mbg dialihkan untuk pendidikan gratis,hapus mbg dialihkan pendidikan gratis
@steamcom6494,"​ @bozzdicky  kelihatan lugu anda bung, dana BOS sama PIP aje dimain2in apalagi proyek laen 😂",1 bulan yang lalu,YouTube (Epstein Part 1),"​ @bozzdicky  kelihatan lugu anda bung, dana bos sama pip aje dimain2in apalagi proyek laen 😂",kelihatan lugu anda bung dana bos sama pip aje dimain in apalagi proyek laen,kelihatan lugu anda bung dana bos pip aje dimain apalagi proyek laen
@yVesorizz," @bozzdicky  pendidikan emang gratis oon buat yang negeri, yang bayar mah swasta, tapi swasta sekalipun juga bisa gratis tapi lewat jalur prestasi, ada juga sekolah rakyat yang gratis bahkan duit jajan sekalipun lu dikasih sama sekolahnya asal lu lolos ujian masuknya. asbun banget buzzer satu ini komen tanpa research wkwkwkwk",1 bulan yang lalu,YouTube (Epstein Part 1)," @bozzdicky  pendidikan emang gratis oon buat yang negeri, yang bayar mah swasta, tapi swasta sekalipun juga bisa gratis tapi lewat jalur prestasi, ada juga sekolah rakyat yang gratis bahkan duit jajan sekalipun lu dikasih sama sekolahnya asal lu lolos ujian masuknya. asbun banget buzzer satu ini komen tanpa research wkwkwkwk",pendidikan emang gratis oon buat yang negeri yang bayar mah swasta tapi swasta sekalipun juga bisa gratis tapi lewat jalur prestasi ada juga sekolah rakyat yang gratis bahkan duit jajan sekalipun lu dikasih sama sekolahnya asal lu lolos ujian masuknya asbun banget buzzer satu ini komen tanpa research wkwkwkwk,pendidikan emang gratis oon negeri bayar mah swasta swasta sekalipun gratis lewat jalur prestasi sekolah rakyat gratis bahkan duit jajan sekalipun dikasih sekolahnya asal lolos ujian masuknya asbun buzzer satu komen tanpa research wkwkwkwk
@ananda86-g5f,​ @bozzdicky ada SR gratis tis Cari info dulu napa,1 bulan yang lalu,YouTube (Epstein Part 1),​ @bozzdicky ada sr gratis tis cari info dulu napa,ada sr gratis tis cari info dulu napa,gratis tis cari info dulu napa
@hastomowidayat,"Sempet salah nulis gue, yang gue hapus. Hehe, jadi yang di undang siapa? RT RW nya? Kak Seto? Komnas HAM? Pak Prabowo?  Ini pasti dibahas di konten IG yang gak pakek Baju itu lo bro, emang menyesakkan tapi lihat2 waktu lah. Bukan karena gak di up di youtube terus jadi om Ded loe katain buzzer MBG. Waktunya itu lo bro bro.",1 bulan yang lalu,YouTube (Epstein Part 1),"sempet salah nulis gue, yang gue hapus. hehe, jadi yang di undang siapa? rt rw nya? kak seto? komnas ham? pak prabowo?  ini pasti dibahas di konten ig yang gak pakek baju itu lo bro, emang menyesakkan tapi lihat2 waktu lah. bukan karena gak di up di youtube terus jadi om ded loe katain buzzer mbg. waktunya itu lo bro bro.",sempet salah nulis gue yang gue hapus hehe jadi yang di undang siapa rt rw nya kak seto komnas ham pak prabowo ini pasti dibahas di konten ig yang gak pakek baju itu lo bro emang menyesakkan tapi lihat waktu lah bukan karena gak di up di youtube terus jadi om ded loe katain buzzer mbg waktunya itu lo bro bro,sempet salah nulis gue gue hapus hehe undang siapa kak seto komnas ham pak prabowo pasti dibahas konten pakek baju bro emang menyesakkan lihat waktu lah bukan youtube ded loe katain buzzer mbg waktunya bro bro
@santuycuy14,Jangan apa2 langsung ke pemerintah pusat !!  Minimal dari kades dulu itu data ga warga2 nya yg miskin? Terus dilaporkan ke bupati / gubernurnya biar dapat bantuan??  pemerintah pusat ga bakal tau kalo ga ada laporan dari pemerintah daerah,1 bulan yang lalu,YouTube (Epstein Part 1),jangan apa2 langsung ke pemerintah pusat !!  minimal dari kades dulu itu data ga warga2 nya yg miskin? terus dilaporkan ke bupati / gubernurnya biar dapat bantuan??  pemerintah pusat ga bakal tau kalo ga ada laporan dari pemerintah daerah,jangan apa langsung ke pemerintah pusat minimal dari kades dulu itu data ga warga nya yg miskin terus dilaporkan ke bupati gubernurnya biar dapat bantuan pemerintah pusat ga bakal tau kalo ga ada laporan dari pemerintah daerah,langsung pemerintah pusat minimal kades dulu data warga miskin dilaporkan bupati gubernurnya biar dapat bantuan pemerintah pusat bakal tau laporan pemerintah daerah
@faisalramadhani5537,Jangan di UP untuk kasus bundir. Takutnya tidak memberikan contoh,1 bulan yang lalu,YouTube (Epstein Part 1),jangan di up untuk kasus bundir. takutnya tidak memberikan contoh,jangan di up untuk kasus bundir takutnya tidak memberikan contoh,kasus bundir takutnya memberikan contoh
@yogysuryas.h9833,Faktor kluarga jg soalnya gan,1 bulan yang lalu,YouTube (Epstein Part 1),faktor kluarga jg soalnya gan,faktor kluarga jg soalnya gan,faktor kluarga soalnya gan
