User,Teks,Waktu,Sumber,Teks_Bersih
@fauzanaldi5852,"Betul banget, duit bisa membayar semua nya di semua dunia.",1 bulan yang lalu,YouTube (Podcast Deddy),betul banget duit membayar semua semua dunia
@Pamujianto-fz4gm,Makannnya Tanam singkong.. ingat kata dharama koperkun.kiya akan blekaot.tak ada listrik internet mati.,1 bulan yang lalu,YouTube (Podcast Deddy),makannnya tanam singkong ingat kata dharama koperkun kiya blekaot tak listrik internet mati
@vivi_vipp,Menurut keyakinan gw komen lu paling se faham sama gw dan ini yg selallu gw pendam dan ga bisa gw jelasin ke +62 ya tau sendiri lah gmn ngeyel nya +62,1 bulan yang lalu,YouTube (Podcast Deddy),menurut keyakinan komen paling faham selallu pendam jelasin tau sendiri lah gmn ngeyel
@setyoyulianti9321,"​ @vivi_vipp sependapat, buat yg paham2 aja..",1 bulan yang lalu,YouTube (Podcast Deddy),sependapat paham
@ekadamayan9790,"Kalopun kita gatau tentang berita ini kita jg g bakal tau agenda mreka, kita jg g pnya kekuatan buat nytop agenda mreka. Justru dgn kita tau brita ini mala bisa buat kita jd lebih hati2",1 bulan yang lalu,YouTube (Podcast Deddy),kalopun gatau tentang berita bakal tau agenda mreka pnya kekuatan nytop agenda mreka justru dgn tau brita mala hati
@matamata163,😂 menjaga diri?emang bisa?,1 bulan yang lalu,YouTube (Podcast Deddy),menjaga diri emang
@noenkdien9781,Apa tu agenda barunya?,1 bulan yang lalu,YouTube (Podcast Deddy),agenda barunya
@MangEhsans,"Kek Pengalihan Isu yg biasa ada di Konoha, bedanya ini skala Global",1 bulan yang lalu,YouTube (Podcast Deddy),kek pengalihan isu biasa konoha bedanya skala global
@setiopamuji2826,Gw nunggu perang nuklir.,1 bulan yang lalu,YouTube (Podcast Deddy),nunggu perang nuklir
@Songwuyou_Luoanhai_Zhouhuafan,Benar,1 bulan yang lalu,YouTube (Podcast Deddy),benar
@sansananaaaa,betul,1 bulan yang lalu,YouTube (Podcast Deddy),betul
@aniyusniar6126,"Tercerahkan, thanks",1 bulan yang lalu (diedit),YouTube (Podcast Deddy),tercerahkan thanks
@dickyselly8381,Setuju🫵👍👍,1 bulan yang lalu,YouTube (Podcast Deddy),setuju
@makshoom2474,KLO istilah anda mereka sedang buang sampah... Suatu saat pasti ada yg bisa mengendus sesuatu yg saat ini dianggap penting dan tersimpan rapi disana.. Setidaknya sampah yg terbuang itu klu / petunjuk motif kedajjalannya,1 bulan yang lalu,YouTube (Podcast Deddy),klo istilah anda sedang buang sampah suatu pasti mengendus sesuatu dianggap penting tersimpan rapi disana setidaknya sampah terbuang klu petunjuk motif kedajjalannya
@aduhhhdek1382,Aku juga sepndapat dengan anda. Jelas ini supqya dunia geger😂,1 bulan yang lalu,YouTube (Podcast Deddy),sepndapat anda jelas supqya dunia geger
@chrisslufkey5706,One piece It's gonna be real,1 bulan yang lalu,YouTube (Podcast Deddy),one piece gonna real
@maya_ayaaja,ibarat kata pengalihan issu .. pertanyaannya issu apa nih yg pewentingg ttg dunia😊,1 bulan yang lalu,YouTube (Podcast Deddy),ibarat kata pengalihan issu pertanyaannya issu nih pewentingg ttg dunia
@LensaBiografii,Tapi kalau file itu basi gak mungkin putin notice bro,1 bulan yang lalu (diedit),YouTube (Podcast Deddy),file basi mungkin putin notice bro
@dwisiswanto6548,ONE PIECE OF EYE alias DAJJAL,1 bulan yang lalu,YouTube (Podcast Deddy),one piece eye alias dajjal
@zikrikazume9416,Knp komentar template kek gini ada dimana mana ya?,1 bulan yang lalu,YouTube (Podcast Deddy),knp komentar template kek gini dimana mana
@muhammadichsan7828,Emang tahu apa lagi kau?,1 bulan yang lalu,YouTube (Podcast Deddy),emang tahu kau
@hurinrosalina2913,Memang. Itu udah ke list udah kelar. Makannya biar fokus ke situ sembari kerja yg skrg tertinggal 16 thn,1 bulan yang lalu,YouTube (Podcast Deddy),memang list kelar makannya biar fokus situ sembari kerja skrg tertinggal thn
@wiradjaja2418,Apa bos harta karunnya menurut lu,3 minggu yang lalu,YouTube (Podcast Deddy),bos harta karunnya menurut
@arkaardhiwiratama,Ibarat nya kalau dalam pesawat tempur berita2 kyk gini itu hanya ratusan peluru2 yg sengaja di lepas untuk mengalihkan rudal yg sudah mengunci pesawat tsb biar bs lolos dr rudal tsb dan biar pesawat tsb bisa meluncurkan rudal untuk balasan nya. Jd kita masing2 harus saling menjaga diri dan keluarga sendiri mulai dr sekarang. Karn sekarang dunia nyata dan dunia nyata sedang tidak baik2 sj,3 minggu yang lalu,YouTube (Podcast Deddy),ibarat pesawat tempur berita kyk gini ratusan peluru sengaja lepas mengalihkan rudal mengunci pesawat tsb biar lolos rudal tsb biar pesawat tsb meluncurkan rudal balasan masing harus saling menjaga diri keluarga sendiri mulai sekarang karn sekarang dunia nyata dunia nyata sedang baik
@mohamin1836,"Trus bagaimana dengan ex kkmjen pangrekun,, itu lagi blak blakan",3 minggu yang lalu,YouTube (Podcast Deddy),trus bagaimana kkmjen pangrekun blak blakan
@habibibnu5742,Trump lagi mencoba melawan imu sama .,3 minggu yang lalu,YouTube (Podcast Deddy),trump mencoba melawan imu
@KaruhunSumedang,pengalihan isu yah?,1 bulan yang lalu,YouTube (Podcast Deddy),pengalihan isu yah
@wildaim2936,​ @KaruhunSumedang yoi,1 bulan yang lalu,YouTube (Podcast Deddy),yoi
@dramediaku,"betul,.....",1 bulan yang lalu,YouTube (Podcast Deddy),betul
@Dani84_inst,Betul skli 👍,3 minggu yang lalu,YouTube (Podcast Deddy),betul skli
@hayyulmardiah6094,Gmn dgn  konten KDM ?? Atau sblm attartuk menjadi presiden Turkiye??,3 minggu yang lalu (diedit),YouTube (Podcast Deddy),gmn dgn konten kdm sblm attartuk menjadi presiden turkiye
@ahmadbahrudin1940,Yang terpenting mereka itu tukang fitnah terhadap umat islam dan sekarang perbuatan yang kejam dan sadis serta biadab itulah perbuatan para pelaku yang beragama Yahudi serta kristen,3 minggu yang lalu,YouTube (Podcast Deddy),terpenting tukang fitnah terhadap umat islam sekarang perbuatan kejam sadis serta biadab itulah perbuatan para pelaku beragama yahudi serta kristen
@nurulhikmah8178,Masuk akal sih,3 minggu yang lalu,YouTube (Podcast Deddy),masuk akal
@Atin91,Intinya ini pesugihan,3 minggu yang lalu,YouTube (Podcast Deddy),intinya pesugihan
@naufal8549,Dari dulu juga aku udah yakin bahwa covid itu sengaja di buat oleh elite global,3 minggu yang lalu,YouTube (Podcast Deddy),dulu yakin bahwa covid sengaja oleh elite global
@yadhieta7271,Anda benar . Secara keilmuan intelijen. Mantaf sekali mindset anda.,3 minggu yang lalu,YouTube (Podcast Deddy),anda benar secara keilmuan intelijen mantaf sekali mindset anda
@vanillatwilight6494,BETULLL...FOKUS PALESTINA,3 minggu yang lalu,YouTube (Podcast Deddy),betulll fokus palestina
@Badaranimasi,"Anda berpikir begitu silahkan,aku malah begini sengaja dibuka karena hanya informasi publik, karena solusinya tidak terjangkau.. apalagi masalah kripto ini belum juga lama terbentuk..dan buat para pengalaman kerja jadi pialang,pasti punya open mind.. kenapaemas digital lebih dipercaya konglomerat dari deposit ke bank sampingkan dulu masalah inflasinya..",3 minggu yang lalu,YouTube (Podcast Deddy),anda berpikir begitu silahkan malah begini sengaja dibuka informasi publik solusinya terjangkau apalagi masalah kripto belum lama terbentuk para pengalaman kerja pialang pasti punya open mind kenapaemas digital dipercaya konglomerat deposit bank sampingkan dulu masalah inflasinya
@Dhanki_Riz,"Menurut gua ini geretakan sih. Ingat, epstein itu agen mossad. Jadi  besar kemungkinan kalo Israel punya banyak bukti-bukti kejahatan pemimpin atau tokoh tokoh penting dunia yang bisa dipake buat ngancam biar nurut kemauan mereka. Bahkan sekelas US. ""Lu mau tunduk, nurut sama gua atau gua sebarin lebih banyak lagi skandal lu?""",3 minggu yang lalu,YouTube (Podcast Deddy),menurut gua geretakan ingat epstein agen mossad besar kemungkinan israel punya bukti bukti kejahatan pemimpin tokoh tokoh penting dunia dipake ngancam biar nurut kemauan bahkan sekelas mau tunduk nurut gua gua sebarin skandal
@NurLela-r8s,Namun pnting tuk wspada kuatkn imn ...,3 minggu yang lalu,YouTube (Podcast Deddy),namun pnting tuk wspada kuatkn imn
@junaidijuned4733,"Iyess, hati2",3 minggu yang lalu,YouTube (Podcast Deddy),iyess hati
@fujiarysandy-cf8ds,Ok,2 minggu yang lalu,YouTube (Podcast Deddy),
@desialvionita92,"Betul hanya orang bodoh aja yg percaya,karena yg di publikasikan itu hanya untuk menutupi rencana yg sebenarnya.",2 minggu yang lalu,YouTube (Podcast Deddy),betul orang bodoh percaya publikasikan menutupi rencana sebenarnya
@TeukuAmri-hl5ii,"dari satu sisi, ini Allah yang membongkar kebobrokan mereka Barat yang selama ini menjadi cerminan kejayaan dan moral y mereka gembar gemborkan, HAm para pemakan manusia",2 minggu yang lalu,YouTube (Podcast Deddy),satu sisi allah membongkar kebobrokan barat selama menjadi cerminan kejayaan moral gembar gemborkan ham para pemakan manusia
@mnyfst,"agree! bahkan kayak teknologi yg kita pakai sekarang juga kayaknya udah ketinggalan zaman jauh dibandingin punya  nya ""kaum elit"" sekarang",2 minggu yang lalu,YouTube (Podcast Deddy),agree bahkan kayak teknologi pakai sekarang kayaknya ketinggalan zaman jauh dibandingin punya kaum elit sekarang
@IqbalLafafi08,"dan menurut gua di zaman kita ini lebih ngeri dari zaman zaman para nabi yg udah di ceritain kisahnya dalam quran mau pun hadist. segilanya firaun yg diceritain dalam kisahnya manusia yg keji dll,dia gapernah nafsu ke bayi anjir",13 hari yang lalu,YouTube (Podcast Deddy),menurut gua zaman ngeri zaman zaman para nabi ceritain kisahnya quran mau pun hadist segilanya firaun diceritain kisahnya manusia keji dll gapernah nafsu bayi anjir
@goldywinata78,KK bisa diskusi di mana ketemu,3 hari yang lalu,YouTube (Podcast Deddy),diskusi mana ketemu
@ismuharmuhar2851,"Gak 100 % benar, Krn KLO Allah udah berkehendak, semua bisa terjadi, istilahnya sepandai pandai tupai berlompat, sekali kali tetap jatuh juga",1 bulan yang lalu (diedit),YouTube (Podcast Deddy),benar krn klo allah berkehendak semua terjadi istilahnya sepandai pandai tupai berlompat sekali kali tetap jatuh
@pecutchannel4222,​ @ismuharmuhar2851 Allah apaan sih Allah Lo gak bisa ngapa ngapain😅,1 bulan yang lalu,YouTube (Podcast Deddy),allah apaan allah ngapa ngapain
@dwisiswanto6548,One Piece of eye alias Dajjal,1 bulan yang lalu,YouTube (Podcast Deddy),one piece eye alias dajjal
@felixmine-x3y,berarti manusia biasa gabisa berbuat apa-apa karena udah sistemnya yg buat seperti ini mereka elitis 1% udah diatas hukum apapun semuanya dikontrol oleh mereka😢 jadi semakin yakin sama yg dibilang Pak Dharma...,1 bulan yang lalu,YouTube (Podcast Deddy),berarti manusia biasa gabisa berbuat sistemnya elitis diatas hukum apapun semuanya dikontrol oleh semakin yakin dibilang pak dharma
@NurainiKaryadi,"Jadi yg bodoh siapa? Pemerintah!!!! Kita sebagai orang awam gamao divaksin,tapi tuntutan segala macem yg buat kami terpaksa vaksin",1 bulan yang lalu,YouTube (Podcast Deddy),bodoh siapa pemerintah sebagai orang awam gamao divaksin tuntutan segala macem terpaksa vaksin
@Melati532,Bener bgt. Udah begitu dekat 😭,1 bulan yang lalu,YouTube (Podcast Deddy),bener bgt begitu dekat
@CorraLita,"Sumpah benar bgt itu, krn Allah maha tahu , minimal 1x seumur hidup baca surat al kafih",1 bulan yang lalu,YouTube (Podcast Deddy),sumpah benar bgt krn allah maha tahu minimal seumur hidup baca surat kafih
@muhamadperdi4663,​ @CorraLita emang makna yg terkandung di Al Kahfi itu apa ya coba jelasin dong hubungan nya dengan pembahasan topik ini,1 bulan yang lalu,YouTube (Podcast Deddy),emang makna terkandung kahfi coba jelasin dong hubungan pembahasan topik
@sherly0106,"Bener banget, kayak yang udah2, sekarang mungkin belum nyampe akal kita, tp someday kita bakal faham kenapa kita harus baca surat itu.",1 bulan yang lalu,YouTube (Podcast Deddy),bener banget kayak sekarang mungkin belum nyampe akal someday bakal faham kenapa harus baca surat
@van88Love,Setuju,1 bulan yang lalu,YouTube (Podcast Deddy),setuju
@suwonosekatir2089,Amin,3 minggu yang lalu,YouTube (Podcast Deddy),amin
@ShireenFatimah1,"DC terus nutupin blunder pemerintah dengan bahas2 isu ini, ok lah klw epstaizn tp kemaren2 segala Yono Bakri di kontenin, seolah itu penting buat Indonesia. Bgini cara departemen pertahanan buat nahan pendapat rakyat dari blunder2  pemerintah!!",1 bulan yang lalu,YouTube (Podcast Deddy),nutupin blunder pemerintah bahas isu lah klw epstaizn kemaren segala yono bakri kontenin seolah penting indonesia bgini cara departemen pertahanan nahan pendapat rakyat blunder pemerintah
@PagarRafa,"​ @ShireenFatimah1 Bro dia itu basisnya content creator yang artinya terserah dia mau buat konten apa, kalo masalah pemerintah ya anda jangan ambil referensi dari orang seperti DC karena dia bagian dari pemerintah. Masih banyak media lain yang bisa memuaskan kemauan anda dalam meliput informasi. Informasi itu lebih baik dicari sendiri bukan ”dicekokin"" langsung oleh media, apa yang media beritakan mungkin ada benarnya tapi bukan berarti fakta sebenarnya sudah terungkap secara jelas.",1 bulan yang lalu,YouTube (Podcast Deddy),bro basisnya content creator artinya terserah mau konten masalah pemerintah anda ambil referensi orang bagian pemerintah masih media lain memuaskan kemauan anda meliput informasi informasi baik dicari sendiri bukan dicekokin langsung oleh media media beritakan mungkin benarnya bukan berarti fakta sebenarnya terungkap secara jelas
@Debian666,"​ @ShireenFatimah1 maaf kk DC itu content creator  jg . Klu kk ingin  memuaskan  keinginan  kk tentang blunder "" pemerintah  kayak nya lebih cocok  nangkring d yt nya tempo",1 bulan yang lalu,YouTube (Podcast Deddy),maaf content creator klu ingin memuaskan keinginan tentang blunder pemerintah kayak cocok nangkring tempo
@hendrikachmad502, @ShireenFatimah1  domba politik,1 bulan yang lalu,YouTube (Podcast Deddy),domba politik
@yazidaagusani2244,Aku mikir kaya gini juga.. Tp siapalah aku....Mari berdoa spy masing2 kita husnul khatimah aamiin,1 bulan yang lalu,YouTube (Podcast Deddy),mikir kaya gini siapalah mari berdoa spy masing husnul khatimah aamiin
@oviprudenta1567,"Benar dan sesensitif2nya informasi ini tetapi kita sebagai publik dibiarkan tahu, berarti informasi ini untuk melindungi infotmasi lain yang lebih penting dan kita ga akan tahu.",1 bulan yang lalu,YouTube (Podcast Deddy),benar sesensitif informasi tetapi sebagai publik dibiarkan tahu berarti informasi melindungi infotmasi lain penting tahu
@malnauv,"Note gaes ; Saya percaya apa yg diungkapkan di file ini (khususnya yg terbukti), dan emang paling biadab sepanjang yg saya dengar. Maksud saya supaya lebih meningkatkan awareness kita juga gaes, ga dilengahkan oleh hal2 kaya gini, kita harus hati2 juga guys. Politik, taktik, strategi mereka itu pinter guys saya akuin aja, kalo ga pinter mana bisa mereka bisa menyembunyikan selama ini. Kalo mereka bodoh, mereka2 ini ga akan jadi elite global. Kasus ini kan dari 2019 ke bawah (dari tahun 90-an - 2019, tahun dia mati), yg mana ada gap nih 7 tahun jaraknya ke 2026, meskipun dokumennya dirilis dari tahun 2024-2026 (sekarang ini), yg mana sisa sedikit lagi kan filenya. Nah ada jaminan ga kita tau agenda 2019-2026 sekarang ini? Walaupun ada, kan ga semua orang bakal tau, apalagi setau ini, yg mana menghebohkan masyarakat dunia. Saya emang setuju kalo file Epstein membukakan sejarah, tabir, aib, dan wajah asli elite global dan orang² penting (terutama mamarika dan sekutu terdekat-terbesarnya), saya jadi tau juga kan alhamdulillah, sesuai yg dinubuwahkan dgn akhir zaman oleh agama saya. Konspirasi yg selama ini dikira cuma rekaan, palsu, asumsi liar, ternyata menjadi kenyataan. Saya keinget juga sama pendapat Profesor Ziang khususnya di video yang judulnya ""How Evil Triumphs"" yg membahas bagaimana cara dunia/penguasa/pemegang tampuk kekuasaan/power bekerja, khususnya pada bagian materi yg membahas tentang aktivitas ritual; human sacrifice dan child sacrifice—mengingat mayoritas korban²nya anak di bawah umur, sebagaimana korban jiwa dari aksi g3n05*d4 Z10N di Ghaza yg mayoritas korbannya merupakan anak² di bawah umur (menurut riset bahkan 30-40%, bahkan sampai 48% lebih—belum yg tidak tercatat). Seolah² polanya ini sama; selalu anak di bawah umur. Apalagi kalo pesta daging m*nusia yg ada di file tersebut terbukti benar. Dibalik aktivitas2 tsb, pasti ada tujuan untuk menyambut/menginginkan sesuatu (yg berbau2 iblis atau mungkin dajjal), atau tertuju pada suatu tujuan tertentu. Sebenernya banyak yg mungkin aja belum keungkap, mengingat filenya kalau dikalkulasikan sebanyak 6 juta lebih—bahkan kemungkinan ada yg tidak terdokumentasikan, terlapor, tercatat, dll. Pantes aja kenapa selalu ada golongan² yg bersuara ataupun golongan² yg memerangi mereka, toh untuk melawan hal² yg biadab seperti ini, oposisi seolah jadi penyeimbangnya; antara yg baik vs yg jahat, sudah takdir Allah / Sunatullah. Yg paling miris sih ternyata kebebasan, kemajuan, kejayaan, kesejahteraan, liberalisme, dll yg digaungkan dan ditekankan oleh mereka² yg terlibat—khususnya para elite global dan tokoh2 penting tsb, fakta dibaliknya justru menunjukkan bahwa kenyataannya terdapat hal² yg tidak bermoral, biadab, dan bahkan jauh lebih sadis melebihi binatang. Na'udzubillah Min Dzalik. Saya percaya apa yg Allah dan Rasul-Nya janjikan di akhir zaman nanti, bahwa yg menang bukanlah kejahatan, melainkan KEBENARAN!   Intinya kalian tetap fokus sama apa yg kalian jalani, terus ikhtiar, berdo’a, dan tawakal. Inget, jadikan ini sebagai pegangan, hint/clue, bekal, dan setidaknya kita dapat gambarannya bahwa seperti ini lho, sekeji ini lho, sengeri ini lho. Itu dia yg diberitakan 1400 tahun yg lalu tentang fitnah, huru-hara, tipu daya akhir zaman. Apa yg dinubuwahkan Rasulullah SAW tidak akan pernah salah, tidak akan pernah bohong, pasti kejadian, tinggal nunggu waktunya aja. Keep safety guys, jaga terus kesehatan❤❤❤",1 bulan yang lalu (diedit),YouTube (Podcast Deddy),note gaes percaya diungkapkan file khususnya terbukti emang paling biadab sepanjang dengar maksud supaya meningkatkan awareness gaes dilengahkan oleh hal kaya gini harus hati guys politik taktik strategi pinter guys akuin pinter mana menyembunyikan selama bodoh elite global kasus kan bawah tahun tahun mati mana gap nih tahun jaraknya meskipun dokumennya dirilis tahun sekarang mana sisa sedikit kan filenya nah jaminan tau agenda sekarang walaupun kan semua orang bakal tau apalagi setau mana menghebohkan masyarakat dunia emang setuju file epstein membukakan sejarah tabir aib wajah asli elite global orang penting terutama mamarika sekutu terdekat terbesarnya tau kan alhamdulillah sesuai dinubuwahkan dgn akhir zaman oleh agama konspirasi selama dikira cuma rekaan palsu asumsi liar ternyata menjadi kenyataan keinget pendapat profesor ziang khususnya video judulnya how evil triumphs membahas bagaimana cara dunia penguasa pemegang tampuk kekuasaan power bekerja khususnya bagian materi membahas tentang aktivitas ritual human sacrifice child sacrifice mengingat mayoritas korban anak bawah umur sebagaimana korban jiwa aksi ghaza mayoritas korbannya merupakan anak bawah umur menurut riset bahkan bahkan belum tercatat seolah polanya selalu anak bawah umur apalagi pesta daging nusia file tersebut terbukti benar dibalik aktivitas tsb pasti tujuan menyambut menginginkan sesuatu berbau iblis mungkin dajjal tertuju suatu tujuan tertentu sebenernya mungkin belum keungkap mengingat filenya dikalkulasikan sebanyak juta bahkan kemungkinan terdokumentasikan terlapor tercatat dll pantes kenapa selalu golongan bersuara ataupun golongan memerangi toh melawan hal biadab oposisi seolah penyeimbangnya antara baik jahat takdir allah sunatullah paling miris ternyata kebebasan kemajuan kejayaan kesejahteraan liberalisme dll digaungkan ditekankan oleh terlibat khususnya para elite global tokoh penting tsb fakta dibaliknya justru menunjukkan bahwa kenyataannya terdapat hal bermoral biadab bahkan jauh sadis melebihi binatang udzubillah min dzalik percaya allah rasul janjikan akhir zaman nanti bahwa menang bukanlah kejahatan melainkan kebenaran intinya kalian tetap fokus kalian jalani ikhtiar berdo tawakal inget jadikan sebagai pegangan hint clue bekal setidaknya dapat gambarannya bahwa lho sekeji lho sengeri lho diberitakan tahun lalu tentang fitnah huru hara tipu daya akhir zaman dinubuwahkan rasulullah saw pernah salah pernah bohong pasti kejadian tinggal nunggu waktunya keep safety guys jaga kesehatan
@Mhmdajan24,"​ @malnauv  baik vs jahat udah paling bener dah itu, kembali lagi disitu udah.",1 bulan yang lalu,YouTube (Podcast Deddy),baik jahat paling bener dah kembali disitu
@lovemeforever1129, @malnauv  inilah kejahatan yg tersimpan selama ini hrs dibuka. Ya ini fakta. Bnr,1 bulan yang lalu,YouTube (Podcast Deddy),inilah kejahatan tersimpan selama hrs dibuka fakta bnr
@RelaxingPaintingandColoring,"Juga berfikir sama, tapi ga tau apa rencana besar mereka",1 bulan yang lalu,YouTube (Podcast Deddy),berfikir tau rencana besar
@elrasyid6742,"Miris banget kalau eksistensi pengalihan isu dianggap ga ada💔🥀Keluarga saya (termasuk saya) yang berkecimpung di dunia politik nasional pun udah ga aneh sama strategi politik ‘Pengalihan Isu untuk Menutupi Isu’. Apalagi sekelas elite global, ga mungkin mau nge-up kasus ini tanpa ada feedback. Semuanya sudah dipertimbangkan, lihat aja jawaban Trump ketika diwawancara tuh dia gampang dan enteng banget buat ngejawab dan menepis pertanyaan2 masyarakat or publik , dewan , parlemen. Coba lihat nama lain yg terseret di file Epstein deh, mereka ketika diwawancara itu kelihatan paniknya, kelihatan ngawurnya, tidak bisa membantah ataupun mengelak. Seolah barometer ataupun indikasi bahwa Trump sudah briefing dulu, sisanya yg lain spontan (ga di briefing). Politik itu kejam guys, apalagi politikus elite global. Bersyukur di Indonesia problematikanya tidak semengerikan dgn negara2 yang banyak anggota elite globalnya , walaupun problematika politik, sosial, ekonomi, budaya, korupsi, dan hal lainnya yang sebetulnya tidak bisa diremehkan atau dinormalisasikan.. Namanya juga masalah/problem, ya harus diselesaikan bkn didiamkan, dinormalisasikan, diremehkan. Tetapi setidaknya politikusnya masih banyak orang baik, tidak sekeji, serakus mereka (para elite global), tidak sebengis dan sekejam binatang… Setidaknya di Indonesia elitenya masih ada hati nurani dan kebaikan di hati kecilnya (tapi tetap kesalahan ya kesalahan, jgn disepele kan). Kalau aja elite global dunia ini banyak yang dari Indonesia, mungkin bakal lebih kejam dari problematika negara kita sendiri yang sekarang terjadi sih, saya yakin.   Intinya yang disampaikan itu ya kalian berhati2 guys. Elite global yang udah dirasuki ketamakan, dirasuki iblis, disusupi idealisme dan ideologi dajjal, mereka itu bakal nekat senekat2nya. Mereka bakal memikirkan berbagai macam cara untuk melancarkan aksinya. Betul tadi yang disampaikan, bahwa bisa jadi kemungkinan besar ada agenda tertentu yang lebih besar dari ini yang entah belum dijalani, sedang dijalani, atau sudah dijalani. Yang entah esok hari, bulan depan, atau tahun depan, kita ga bisa tau kalau ga ada koneksi ke dalam jajaran elite. Sekelas presiden kita aja yakin kok gak bakal tau agenda elite global apa. Hanya orang2 tertentu yang kemungkinan tau. Contohnya pak Dharma Pongrekun, JRX SID, dan sebagainya. Ini tuh menuju akhir zaman, sudah hukum alamnya kebaikan memerangi kejahatan, kebaikan bersuara, kebaikan mencari tuannya. Sebesar apapun kejahatan, bila waktunya kemenangan bagi kebaikan tiba ya hancur kejahatan. Kalaupun tidak ada perang, kontak fisik, kebaikan tidak akan bungkam, ia akan tetap terus bersuara… Sudah hukum alamnya atau sesuai yang tadi dikasih tau dia “Sunatullah”.  Bagus loh tujuannya mengantisipasi hal2 yang lebih parah. Saya aja denger dan baca file epstein ini merinding loh. Sampai membayangkan, kalau elite global ini sudah memasuki tahapan aksi/habbit/perilaku seperti ini, TIDAK menutup kemungkinan ke depannya bakal lebih keji lagi, lebih bengis, lebih binatang lagi gitu loh maksudnya. Standar, barometer, intensitas, dan kapasitas kejahatan itu semakin bertambahnya hari semakin naik.",1 bulan yang lalu (diedit),YouTube (Podcast Deddy),miris banget eksistensi pengalihan isu dianggap keluarga termasuk berkecimpung dunia politik nasional pun aneh strategi politik pengalihan isu menutupi isu apalagi sekelas elite global mungkin mau nge kasus tanpa feedback semuanya dipertimbangkan lihat jawaban trump ketika diwawancara tuh gampang enteng banget ngejawab menepis pertanyaan masyarakat publik dewan parlemen coba lihat nama lain terseret file epstein deh ketika diwawancara kelihatan paniknya kelihatan ngawurnya membantah ataupun mengelak seolah barometer ataupun indikasi bahwa trump briefing dulu sisanya lain spontan briefing politik kejam guys apalagi politikus elite global bersyukur indonesia problematikanya semengerikan dgn negara anggota elite globalnya walaupun problematika politik sosial ekonomi budaya korupsi hal lainnya sebetulnya diremehkan dinormalisasikan namanya masalah problem harus diselesaikan bkn didiamkan dinormalisasikan diremehkan tetapi setidaknya politikusnya masih orang baik sekeji serakus para elite global sebengis sekejam binatang setidaknya indonesia elitenya masih hati nurani kebaikan hati kecilnya tetap kesalahan kesalahan jgn disepele kan elite global dunia indonesia mungkin bakal kejam problematika negara sendiri sekarang terjadi yakin intinya disampaikan kalian berhati guys elite global dirasuki ketamakan dirasuki iblis disusupi idealisme ideologi dajjal bakal nekat senekat bakal memikirkan berbagai macam cara melancarkan aksinya betul tadi disampaikan bahwa kemungkinan besar agenda tertentu besar entah belum dijalani sedang dijalani dijalani entah esok hari bulan depan tahun depan tau koneksi jajaran elite sekelas presiden yakin kok bakal tau agenda elite global orang tertentu kemungkinan tau contohnya pak dharma pongrekun jrx sid sebagainya tuh menuju akhir zaman hukum alamnya kebaikan memerangi kejahatan kebaikan bersuara kebaikan mencari tuannya sebesar apapun kejahatan bila waktunya kemenangan kebaikan tiba hancur kejahatan kalaupun perang kontak fisik kebaikan bungkam tetap bersuara hukum alamnya sesuai tadi dikasih tau sunatullah bagus loh tujuannya mengantisipasi hal parah denger baca file epstein merinding loh membayangkan elite global memasuki tahapan aksi habbit perilaku menutup kemungkinan depannya bakal keji bengis binatang gitu loh maksudnya standar barometer intensitas kapasitas kejahatan semakin bertambahnya hari semakin naik
@azanmaulana6653,"​ @elrasyid6742  setuju, gua dari tadi baca komen dari atas sampai bawa, kok bisa masih ada orang yang ga bisa baca situasi ini? Padahal sangat jelas yang terlihat sekarang, kenapa tidak melihat dari negara kita saja banyak kok pengalihan untuk kepentingan😂, lah ini sekelas elite global masih harus bertanya lagi? Sumpah ga paham gua wkwkwk.",1 bulan yang lalu,YouTube (Podcast Deddy),setuju gua tadi baca komen atas bawa kok masih orang baca situasi padahal jelas terlihat sekarang kenapa melihat negara kok pengalihan kepentingan lah sekelas elite global masih harus bertanya sumpah paham gua wkwkwk
@bebelac828,pengalihan isu atas apa?  inimah penemuan terbesar abad ini,1 bulan yang lalu,YouTube (Podcast Deddy),pengalihan isu atas inimah penemuan terbesar abad
@Mhmdajan24,"​​ @bebelac828 gitu aja ga paham bro2, jelas pengalihan isu itu semua dah lama baru diperlihatkan untuk mengalihkan hal yang lebih besar lagi, dan kalau lu2 orang masih ga percaya hal baru yang ditutupi ini, lah ini aja yang kebongkar dah terjadi apa lagi yang lain.",1 bulan yang lalu (diedit),YouTube (Podcast Deddy),gitu paham bro jelas pengalihan isu semua dah lama baru diperlihatkan mengalihkan hal besar orang masih percaya hal baru ditutupi lah kebongkar dah terjadi lain
@SayaGakBilangGini,​ @bebelac828  Ya bukan penemuan lahh. Ini informasi basi yang sengaja disebar ke publik.,1 bulan yang lalu,YouTube (Podcast Deddy),bukan penemuan lahh informasi basi sengaja disebar publik
@misterkritim," @bebelac828  Kak coba deh baca lagi baik2. Itu ada metodologi dan teorinya dicantumin juga sama penulis, catatan juga ada. Coba baca sampe beres deh jangan cuma awal doang wkwkwk😅😭🤣",1 bulan yang lalu,YouTube (Podcast Deddy),kak coba deh baca baik metodologi teorinya dicantumin penulis catatan coba baca sampe beres deh cuma awal doang wkwkwk
